# name|return_type|param_name:type,param_name:type
TextOutW|BOOL|hdc:HDC,x:INT,y:INT,lpString:PWSTR,c:INT
TextPattern_GetSelection|HRESULT|hobj:HUIAPATTERNOBJECT,pRetVal:SAFEARRAY**
TextPattern_GetVisibleRanges|HRESULT|hobj:HUIAPATTERNOBJECT,pRetVal:SAFEARRAY**
TextPattern_RangeFromChild|HRESULT|hobj:HUIAPATTERNOBJECT,hnodeChild:HUIANODE,pRetVal:HUIATEXTRANGE*
TextPattern_RangeFromPoint|HRESULT|hobj:HUIAPATTERNOBJECT,point:UiaPoint,pRetVal:HUIATEXTRANGE*
TextPattern_get_DocumentRange|HRESULT|hobj:HUIAPATTERNOBJECT,pRetVal:HUIATEXTRANGE*
TextPattern_get_SupportedTextSelection|HRESULT|hobj:HUIAPATTERNOBJECT,pRetVal:SupportedTextSelection*
TextRange_AddToSelection|HRESULT|hobj:HUIATEXTRANGE
TextRange_Clone|HRESULT|hobj:HUIATEXTRANGE,pRetVal:HUIATEXTRANGE*
TextRange_Compare|HRESULT|hobj:HUIATEXTRANGE,range:HUIATEXTRANGE,pRetVal:BOOL*
TextRange_CompareEndpoints|HRESULT|hobj:HUIATEXTRANGE,endpoint:TextPatternRangeEndpoint,targetRange:HUIATEXTRANGE,targetEndpoint:TextPatternRangeEndpoint,pRetVal:INT*
TextRange_ExpandToEnclosingUnit|HRESULT|hobj:HUIATEXTRANGE,unit:TextUnit
TextRange_FindAttribute|HRESULT|hobj:HUIATEXTRANGE,attributeId:INT,val:VARIANT,backward:BOOL,pRetVal:HUIATEXTRANGE*
TextRange_FindText|HRESULT|hobj:HUIATEXTRANGE,text:BSTR,backward:BOOL,ignoreCase:BOOL,pRetVal:HUIATEXTRANGE*
TextRange_GetAttributeValue|HRESULT|hobj:HUIATEXTRANGE,attributeId:INT,pRetVal:VARIANT*
TextRange_GetBoundingRectangles|HRESULT|hobj:HUIATEXTRANGE,pRetVal:SAFEARRAY**
TextRange_GetChildren|HRESULT|hobj:HUIATEXTRANGE,pRetVal:SAFEARRAY**
TextRange_GetEnclosingElement|HRESULT|hobj:HUIATEXTRANGE,pRetVal:HUIANODE*
TextRange_GetText|HRESULT|hobj:HUIATEXTRANGE,maxLength:INT,pRetVal:BSTR*
TextRange_Move|HRESULT|hobj:HUIATEXTRANGE,unit:TextUnit,count:INT,pRetVal:INT*
TextRange_MoveEndpointByRange|HRESULT|hobj:HUIATEXTRANGE,endpoint:TextPatternRangeEndpoint,targetRange:HUIATEXTRANGE,targetEndpoint:TextPatternRangeEndpoint
TextRange_MoveEndpointByUnit|HRESULT|hobj:HUIATEXTRANGE,endpoint:TextPatternRangeEndpoint,unit:TextUnit,count:INT,pRetVal:INT*
TextRange_RemoveFromSelection|HRESULT|hobj:HUIATEXTRANGE
TextRange_ScrollIntoView|HRESULT|hobj:HUIATEXTRANGE,alignToTop:BOOL
TextRange_Select|HRESULT|hobj:HUIATEXTRANGE
Thread32First|BOOL|hSnapshot:HANDLE,lpte:THREADENTRY32*
Thread32Next|BOOL|hSnapshot:HANDLE,lpte:THREADENTRY32*
TileWindows|USHORT|hwndParent:HWND,wHow:TILE_WINDOWS_HOW,lpRect:RECT*,cKids:UINT,lpKids:HWND*
TlsAlloc|UINT|
TlsFree|BOOL|dwTlsIndex:UINT
TlsGetValue|void*|dwTlsIndex:UINT
TlsGetValue2|void*|dwTlsIndex:UINT
TlsSetValue|BOOL|dwTlsIndex:UINT,lpTlsValue:void*
ToAscii|INT|uVirtKey:UINT,uScanCode:UINT,lpKeyState:BYTE*,lpChar:USHORT*,uFlags:UINT
ToAsciiEx|INT|uVirtKey:UINT,uScanCode:UINT,lpKeyState:BYTE*,lpChar:USHORT*,uFlags:UINT,dwhkl:HKL
ToUnicode|INT|wVirtKey:UINT,wScanCode:UINT,lpKeyState:BYTE*,pwszBuff:PWSTR,cchBuff:INT,wFlags:UINT
ToUnicodeEx|INT|wVirtKey:UINT,wScanCode:UINT,lpKeyState:BYTE*,pwszBuff:PWSTR,cchBuff:INT,wFlags:UINT,dwhkl:HKL
TogglePattern_Toggle|HRESULT|hobj:HUIAPATTERNOBJECT
TokenBindingDeleteAllBindings|HRESULT|
TokenBindingDeleteBinding|HRESULT|targetURL:PWSTR
TokenBindingGenerateBinding|HRESULT|keyType:TOKENBINDING_KEY_PARAMETERS_TYPE,targetURL:PWSTR,bindingType:TOKENBINDING_TYPE,tlsEKM:void*,tlsEKMSize:UINT,extensionFormat:TOKENBINDING_EXTENSION_FORMAT,extensionData:void*,tokenBinding:void**,tokenBindingSize:UINT*,resultData:TOKENBINDING_RESULT_DATA**
TokenBindingGenerateID|HRESULT|keyType:TOKENBINDING_KEY_PARAMETERS_TYPE,publicKey:void*,publicKeySize:UINT,resultData:TOKENBINDING_RESULT_DATA**
TokenBindingGenerateIDForUri|HRESULT|keyType:TOKENBINDING_KEY_PARAMETERS_TYPE,targetUri:PWSTR,resultData:TOKENBINDING_RESULT_DATA**
TokenBindingGenerateMessage|HRESULT|tokenBindings:void**,tokenBindingsSize:UINT*,tokenBindingsCount:UINT,tokenBindingMessage:void**,tokenBindingMessageSize:UINT*
TokenBindingGetHighestSupportedVersion|HRESULT|majorVersion:BYTE*,minorVersion:BYTE*
TokenBindingGetKeyTypesClient|HRESULT|keyTypes:TOKENBINDING_KEY_TYPES**
TokenBindingGetKeyTypesServer|HRESULT|keyTypes:TOKENBINDING_KEY_TYPES**
TokenBindingVerifyMessage|HRESULT|tokenBindingMessage:void*,tokenBindingMessageSize:UINT,keyType:TOKENBINDING_KEY_PARAMETERS_TYPE,tlsEKM:void*,tlsEKMSize:UINT,resultList:TOKENBINDING_RESULT_LIST**
Toolhelp32ReadProcessMemory|BOOL|th32ProcessID:UINT,lpBaseAddress:void*,lpBuffer:void*,cbRead:UINT_PTR,lpNumberOfBytesRead:UINT_PTR*
TouchFileTimes|BOOL|FileHandle:HANDLE,pSystemTime:SYSTEMTIME*
TraceConfigureLastBranchRecord|UINT|TraceId:ULONGLONG,LbrConfiguration:TRACE_LBR_CONFIGURATION,Events:CLASSIC_EVENT_ID*,EventCount:UINT
TraceDeregisterA|UINT|dwTraceID:UINT
TraceDeregisterExA|UINT|dwTraceID:UINT,dwFlags:UINT
TraceDeregisterExW|UINT|dwTraceID:UINT,dwFlags:UINT
TraceDeregisterW|UINT|dwTraceID:UINT
TraceDumpExA|UINT|dwTraceID:UINT,dwFlags:UINT,lpbBytes:BYTE*,dwByteCount:UINT,dwGroupSize:UINT,bAddressPrefix:BOOL,lpszPrefix:PSTR
TraceDumpExW|UINT|dwTraceID:UINT,dwFlags:UINT,lpbBytes:BYTE*,dwByteCount:UINT,dwGroupSize:UINT,bAddressPrefix:BOOL,lpszPrefix:PWSTR
TraceEvent|WIN32_ERROR|TraceHandle:ULONGLONG,EventTrace:EVENT_TRACE_HEADER*
TraceEventInstance|UINT|TraceHandle:ULONGLONG,EventTrace:EVENT_INSTANCE_HEADER*,InstInfo:EVENT_INSTANCE_INFO*,ParentInstInfo:EVENT_INSTANCE_INFO*
TraceGetConsoleA|UINT|dwTraceID:UINT,lphConsole:HANDLE*
TraceGetConsoleW|UINT|dwTraceID:UINT,lphConsole:HANDLE*
TraceMessage|WIN32_ERROR|LoggerHandle:ULONGLONG,MessageFlags:TRACE_MESSAGE_FLAGS,MessageGuid:Guid*,MessageNumber:USHORT
TraceMessageVa|WIN32_ERROR|LoggerHandle:ULONGLONG,MessageFlags:TRACE_MESSAGE_FLAGS,MessageGuid:Guid*,MessageNumber:USHORT,MessageArgList:CHAR*
TracePrintfA|UINT|dwTraceID:UINT,lpszFormat:PSTR
TracePrintfExA|UINT|dwTraceID:UINT,dwFlags:UINT,lpszFormat:PSTR
TracePrintfExW|UINT|dwTraceID:UINT,dwFlags:UINT,lpszFormat:PWSTR
TracePrintfW|UINT|dwTraceID:UINT,lpszFormat:PWSTR
TracePutsExA|UINT|dwTraceID:UINT,dwFlags:UINT,lpszString:PSTR
TracePutsExW|UINT|dwTraceID:UINT,dwFlags:UINT,lpszString:PWSTR
TraceQueryInformation|WIN32_ERROR|TraceId:ULONGLONG,InformationClass:TRACE_QUERY_INFO_CLASS,TraceInformation:void*,InformationLength:UINT,ReturnLength:UINT*
TraceRegisterExA|UINT|lpszCallerName:PSTR,dwFlags:UINT
TraceRegisterExW|UINT|lpszCallerName:PWSTR,dwFlags:UINT
TraceSetInformation|WIN32_ERROR|TraceId:ULONGLONG,InformationClass:TRACE_QUERY_INFO_CLASS,TraceInformation:void*,InformationLength:UINT
TraceVprintfExA|UINT|dwTraceID:UINT,dwFlags:UINT,lpszFormat:PSTR,arglist:CHAR*
TraceVprintfExW|UINT|dwTraceID:UINT,dwFlags:UINT,lpszFormat:PWSTR,arglist:CHAR*
TrackMouseEvent|BOOL|lpEventTrack:TRACKMOUSEEVENT*
TrackPopupMenu|BOOL|hMenu:HMENU,uFlags:TRACK_POPUP_MENU_FLAGS,x:INT,y:INT,nReserved:INT,hWnd:HWND,prcRect:RECT*
TrackPopupMenuEx|BOOL|hMenu:HMENU,uFlags:UINT,x:INT,y:INT,hwnd:HWND,lptpm:TPMPARAMS*
TransactNamedPipe|BOOL|hNamedPipe:HANDLE,lpInBuffer:void*,nInBufferSize:UINT,lpOutBuffer:void*,nOutBufferSize:UINT,lpBytesRead:UINT*,lpOverlapped:OVERLAPPED*
TransformBlock|HRESULT|hCrypto:INFORMATIONCARD_CRYPTO_HANDLE*,cbInData:UINT,pInData:BYTE*,pcbOutData:UINT*,ppOutData:BYTE**
TransformFinalBlock|HRESULT|hCrypto:INFORMATIONCARD_CRYPTO_HANDLE*,cbInData:UINT,pInData:BYTE*,pcbOutData:UINT*,ppOutData:BYTE**
TransformPattern_Move|HRESULT|hobj:HUIAPATTERNOBJECT,x:double,y:double
TransformPattern_Resize|HRESULT|hobj:HUIAPATTERNOBJECT,width:double,height:double
TransformPattern_Rotate|HRESULT|hobj:HUIAPATTERNOBJECT,degrees:double
TranslateAcceleratorA|INT|hWnd:HWND,hAccTable:HACCEL,lpMsg:MSG*
TranslateAcceleratorW|INT|hWnd:HWND,hAccTable:HACCEL,lpMsg:MSG*
TranslateBitmapBits|BOOL|hColorTransform:HANDLE,pSrcBits:void*,bmInput:BMFORMAT,dwWidth:UINT,dwHeight:UINT,dwInputStride:UINT,pDestBits:void*,bmOutput:BMFORMAT,dwOutputStride:UINT,pfnCallBack:LPBMCALLBACKFN,ulCallbackData:LPARAM
TranslateCharsetInfo|BOOL|lpSrc:UINT*,lpCs:CHARSETINFO*,dwFlags:TRANSLATE_CHARSET_INFO_FLAGS
TranslateColors|BOOL|hColorTransform:HANDLE,paInputColors:COLOR*,nColors:UINT,ctInput:COLORTYPE,paOutputColors:COLOR*,ctOutput:COLORTYPE
TranslateInfStringA|HRESULT|pszInfFilename:PSTR,pszInstallSection:PSTR,pszTranslateSection:PSTR,pszTranslateKey:PSTR,pszBuffer:PSTR,cchBuffer:UINT,pdwRequiredSize:UINT*,pvReserved:void*
TranslateInfStringExA|HRESULT|hInf:void*,pszInfFilename:PSTR,pszTranslateSection:PSTR,pszTranslateKey:PSTR,pszBuffer:PSTR,dwBufferSize:UINT,pdwRequiredSize:UINT*,pvReserved:void*
TranslateInfStringExW|HRESULT|hInf:void*,pszInfFilename:PWSTR,pszTranslateSection:PWSTR,pszTranslateKey:PWSTR,pszBuffer:PWSTR,dwBufferSize:UINT,pdwRequiredSize:UINT*,pvReserved:void*
TranslateInfStringW|HRESULT|pszInfFilename:PWSTR,pszInstallSection:PWSTR,pszTranslateSection:PWSTR,pszTranslateKey:PWSTR,pszBuffer:PWSTR,cchBuffer:UINT,pdwRequiredSize:UINT*,pvReserved:void*
TranslateMDISysAccel|BOOL|hWndClient:HWND,lpMsg:MSG*
TranslateMessage|BOOL|lpMsg:MSG*
TranslateNameA|BOOLEAN|lpAccountName:PSTR,AccountNameFormat:EXTENDED_NAME_FORMAT,DesiredNameFormat:EXTENDED_NAME_FORMAT,lpTranslatedName:PSTR,nSize:UINT*
TranslateNameW|BOOLEAN|lpAccountName:PWSTR,AccountNameFormat:EXTENDED_NAME_FORMAT,DesiredNameFormat:EXTENDED_NAME_FORMAT,lpTranslatedName:PWSTR,nSize:UINT*
TransmitCommChar|BOOL|hFile:HANDLE,cChar:CHAR
TransmitFile|BOOL|hSocket:SOCKET,hFile:HANDLE,nNumberOfBytesToWrite:UINT,nNumberOfBytesPerSend:UINT,lpOverlapped:OVERLAPPED*,lpTransmitBuffers:TRANSMIT_FILE_BUFFERS*,dwReserved:UINT
TransparentBlt|BOOL|hdcDest:HDC,xoriginDest:INT,yoriginDest:INT,wDest:INT,hDest:INT,hdcSrc:HDC,xoriginSrc:INT,yoriginSrc:INT,wSrc:INT,hSrc:INT,crTransparent:UINT
TreeResetNamedSecurityInfoA|WIN32_ERROR|pObjectName:PSTR,ObjectType:SE_OBJECT_TYPE,SecurityInfo:OBJECT_SECURITY_INFORMATION,pOwner:PSID,pGroup:PSID,pDacl:ACL*,pSacl:ACL*,KeepExplicit:BOOL,fnProgress:FN_PROGRESS,ProgressInvokeSetting:PROG_INVOKE_SETTING,Args:void*
TreeResetNamedSecurityInfoW|WIN32_ERROR|pObjectName:PWSTR,ObjectType:SE_OBJECT_TYPE,SecurityInfo:OBJECT_SECURITY_INFORMATION,pOwner:PSID,pGroup:PSID,pDacl:ACL*,pSacl:ACL*,KeepExplicit:BOOL,fnProgress:FN_PROGRESS,ProgressInvokeSetting:PROG_INVOKE_SETTING,Args:void*
TreeSetNamedSecurityInfoA|WIN32_ERROR|pObjectName:PSTR,ObjectType:SE_OBJECT_TYPE,SecurityInfo:OBJECT_SECURITY_INFORMATION,pOwner:PSID,pGroup:PSID,pDacl:ACL*,pSacl:ACL*,dwAction:TREE_SEC_INFO,fnProgress:FN_PROGRESS,ProgressInvokeSetting:PROG_INVOKE_SETTING,Args:void*
TreeSetNamedSecurityInfoW|WIN32_ERROR|pObjectName:PWSTR,ObjectType:SE_OBJECT_TYPE,SecurityInfo:OBJECT_SECURITY_INFORMATION,pOwner:PSID,pGroup:PSID,pDacl:ACL*,pSacl:ACL*,dwAction:TREE_SEC_INFO,fnProgress:FN_PROGRESS,ProgressInvokeSetting:PROG_INVOKE_SETTING,Args:void*
TruncateLog|BOOL|pvMarshal:void*,plsnEnd:CLS_LSN*,lpOverlapped:OVERLAPPED*
TryAcquireSRWLockExclusive|BOOLEAN|SRWLock:SRWLOCK*
TryAcquireSRWLockShared|BOOLEAN|SRWLock:SRWLOCK*
TryCancelPendingGameUI|BOOL|
TryCreatePackageDependency|HRESULT|user:PSID,packageFamilyName:PWSTR,minVersion:PACKAGE_VERSION,packageDependencyProcessorArchitectures:PackageDependencyProcessorArchitectures,lifetimeKind:PackageDependencyLifetimeKind,lifetimeArtifact:PWSTR,options:CreatePackageDependencyOptions,packageDependencyId:PWSTR*
TryCreatePackageDependency2|HRESULT|user:PSID,packageFamilyName:PWSTR,minVersion:PACKAGE_VERSION,packageDependencyProcessorArchitectures:PackageDependencyProcessorArchitectures,lifetimeKind:PackageDependencyLifetimeKind,lifetimeArtifact:PWSTR,options:CreatePackageDependencyOptions,lifetimeExpiration:FILETIME*,packageDependencyId:PWSTR*
TryEnterCriticalSection|BOOL|lpCriticalSection:CRITICAL_SECTION*
TrySubmitThreadpoolCallback|BOOL|pfns:PTP_SIMPLE_CALLBACK,pv:void*,pcbe:TP_CALLBACK_ENVIRON_V3*
TxfGetThreadMiniVersionForCreate|void|MiniVersion:USHORT*
TxfLogCreateFileReadContext|BOOL|LogPath:PWSTR,BeginningLsn:CLS_LSN,EndingLsn:CLS_LSN,TxfFileId:TXF_ID*,TxfLogContext:void**
TxfLogCreateRangeReadContext|BOOL|LogPath:PWSTR,BeginningLsn:CLS_LSN,EndingLsn:CLS_LSN,BeginningVirtualClock:LONGLONG*,EndingVirtualClock:LONGLONG*,RecordTypeMask:UINT,TxfLogContext:void**
TxfLogDestroyReadContext|BOOL|TxfLogContext:void*
TxfLogReadRecords|BOOL|TxfLogContext:void*,BufferLength:UINT,Buffer:void*,BytesUsed:UINT*,RecordCount:UINT*
TxfLogRecordGetFileName|BOOL|RecordBuffer:void*,RecordBufferLengthInBytes:UINT,NameBuffer:PWSTR,NameBufferLengthInBytes:UINT*,TxfId:TXF_ID*
TxfLogRecordGetGenericType|BOOL|RecordBuffer:void*,RecordBufferLengthInBytes:UINT,GenericType:UINT*,VirtualClock:LONGLONG*
TxfReadMetadataInfo|BOOL|FileHandle:HANDLE,TxfFileId:TXF_ID*,LastLsn:CLS_LSN*,TransactionState:UINT*,LockingTransaction:Guid*
TxfSetThreadMiniVersionForCreate|void|MiniVersion:USHORT
TzSpecificLocalTimeToSystemTime|BOOL|lpTimeZoneInformation:TIME_ZONE_INFORMATION*,lpLocalTime:SYSTEMTIME*,lpUniversalTime:SYSTEMTIME*
TzSpecificLocalTimeToSystemTimeEx|BOOL|lpTimeZoneInformation:DYNAMIC_TIME_ZONE_INFORMATION*,lpLocalTime:SYSTEMTIME*,lpUniversalTime:SYSTEMTIME*
UCNV_FROM_U_CALLBACK_ESCAPE|void|context:void*,fromUArgs:UConverterFromUnicodeArgs*,codeUnits:USHORT*,length:INT,codePoint:INT,reason:UConverterCallbackReason,err:UErrorCode*
UCNV_FROM_U_CALLBACK_SKIP|void|context:void*,fromUArgs:UConverterFromUnicodeArgs*,codeUnits:USHORT*,length:INT,codePoint:INT,reason:UConverterCallbackReason,err:UErrorCode*
UCNV_FROM_U_CALLBACK_STOP|void|context:void*,fromUArgs:UConverterFromUnicodeArgs*,codeUnits:USHORT*,length:INT,codePoint:INT,reason:UConverterCallbackReason,err:UErrorCode*
UCNV_FROM_U_CALLBACK_SUBSTITUTE|void|context:void*,fromUArgs:UConverterFromUnicodeArgs*,codeUnits:USHORT*,length:INT,codePoint:INT,reason:UConverterCallbackReason,err:UErrorCode*
UCNV_TO_U_CALLBACK_ESCAPE|void|context:void*,toUArgs:UConverterToUnicodeArgs*,codeUnits:PSTR,length:INT,reason:UConverterCallbackReason,err:UErrorCode*
UCNV_TO_U_CALLBACK_SKIP|void|context:void*,toUArgs:UConverterToUnicodeArgs*,codeUnits:PSTR,length:INT,reason:UConverterCallbackReason,err:UErrorCode*
UCNV_TO_U_CALLBACK_STOP|void|context:void*,toUArgs:UConverterToUnicodeArgs*,codeUnits:PSTR,length:INT,reason:UConverterCallbackReason,err:UErrorCode*
UCNV_TO_U_CALLBACK_SUBSTITUTE|void|context:void*,toUArgs:UConverterToUnicodeArgs*,codeUnits:PSTR,length:INT,reason:UConverterCallbackReason,err:UErrorCode*
UFromSz|UINT|lpsz:CHAR*
URLDownloadToCacheFileA|HRESULT|param0:IUnknown,param1:PSTR,param2:PSTR,cchFileName:UINT,param4:UINT,param5:IBindStatusCallback
URLDownloadToCacheFileW|HRESULT|param0:IUnknown,param1:PWSTR,param2:PWSTR,cchFileName:UINT,param4:UINT,param5:IBindStatusCallback
URLDownloadToFileA|HRESULT|param0:IUnknown,param1:PSTR,param2:PSTR,param3:UINT,param4:IBindStatusCallback
URLDownloadToFileW|HRESULT|param0:IUnknown,param1:PWSTR,param2:PWSTR,param3:UINT,param4:IBindStatusCallback
URLOpenBlockingStreamA|HRESULT|param0:IUnknown,param1:PSTR,param2:IStream*,param3:UINT,param4:IBindStatusCallback
URLOpenBlockingStreamW|HRESULT|param0:IUnknown,param1:PWSTR,param2:IStream*,param3:UINT,param4:IBindStatusCallback
URLOpenPullStreamA|HRESULT|param0:IUnknown,param1:PSTR,param2:UINT,param3:IBindStatusCallback
URLOpenPullStreamW|HRESULT|param0:IUnknown,param1:PWSTR,param2:UINT,param3:IBindStatusCallback
URLOpenStreamA|HRESULT|param0:IUnknown,param1:PSTR,param2:UINT,param3:IBindStatusCallback
URLOpenStreamW|HRESULT|param0:IUnknown,param1:PWSTR,param2:UINT,param3:IBindStatusCallback
UalInstrument|HRESULT|Data:UAL_DATA_BLOB*
UalRegisterProduct|HRESULT|wszProductName:PWSTR,wszRoleName:PWSTR,wszGuid:PWSTR
UalStart|HRESULT|Data:UAL_DATA_BLOB*
UalStop|HRESULT|Data:UAL_DATA_BLOB*
UiaAddEvent|HRESULT|hnode:HUIANODE,eventId:INT,pCallback:UiaEventCallback*,scope:TreeScope,pProperties:INT*,cProperties:INT,pRequest:UiaCacheRequest*,phEvent:HUIAEVENT*
UiaClientsAreListening|BOOL|
UiaDisconnectAllProviders|HRESULT|
UiaDisconnectProvider|HRESULT|pProvider:IRawElementProviderSimple
UiaEventAddWindow|HRESULT|hEvent:HUIAEVENT,hwnd:HWND
UiaEventRemoveWindow|HRESULT|hEvent:HUIAEVENT,hwnd:HWND
UiaFind|HRESULT|hnode:HUIANODE,pParams:UiaFindParams*,pRequest:UiaCacheRequest*,ppRequestedData:SAFEARRAY**,ppOffsets:SAFEARRAY**,ppTreeStructures:SAFEARRAY**
UiaGetErrorDescription|BOOL|pDescription:BSTR*
UiaGetPatternProvider|HRESULT|hnode:HUIANODE,patternId:INT,phobj:HUIAPATTERNOBJECT*
UiaGetPropertyValue|HRESULT|hnode:HUIANODE,propertyId:INT,pValue:VARIANT*
UiaGetReservedMixedAttributeValue|HRESULT|punkMixedAttributeValue:IUnknown*
UiaGetReservedNotSupportedValue|HRESULT|punkNotSupportedValue:IUnknown*
UiaGetRootNode|HRESULT|phnode:HUIANODE*
UiaGetRuntimeId|HRESULT|hnode:HUIANODE,pruntimeId:SAFEARRAY**
UiaGetUpdatedCache|HRESULT|hnode:HUIANODE,pRequest:UiaCacheRequest*,normalizeState:NormalizeState,pNormalizeCondition:UiaCondition*,ppRequestedData:SAFEARRAY**,ppTreeStructure:BSTR*
UiaHPatternObjectFromVariant|HRESULT|pvar:VARIANT*,phobj:HUIAPATTERNOBJECT*
UiaHTextRangeFromVariant|HRESULT|pvar:VARIANT*,phtextrange:HUIATEXTRANGE*
UiaHUiaNodeFromVariant|HRESULT|pvar:VARIANT*,phnode:HUIANODE*
UiaHasServerSideProvider|BOOL|hwnd:HWND
UiaHostProviderFromHwnd|HRESULT|hwnd:HWND,ppProvider:IRawElementProviderSimple*
UiaIAccessibleFromProvider|HRESULT|pProvider:IRawElementProviderSimple,dwFlags:UINT,ppAccessible:IAccessible*,pvarChild:VARIANT*
UiaLookupId|INT|type:AutomationIdentifierType,pGuid:Guid*
UiaNavigate|HRESULT|hnode:HUIANODE,direction:NavigateDirection,pCondition:UiaCondition*,pRequest:UiaCacheRequest*,ppRequestedData:SAFEARRAY**,ppTreeStructure:BSTR*
UiaNodeFromFocus|HRESULT|pRequest:UiaCacheRequest*,ppRequestedData:SAFEARRAY**,ppTreeStructure:BSTR*
UiaNodeFromHandle|HRESULT|hwnd:HWND,phnode:HUIANODE*
UiaNodeFromPoint|HRESULT|x:double,y:double,pRequest:UiaCacheRequest*,ppRequestedData:SAFEARRAY**,ppTreeStructure:BSTR*
UiaNodeFromProvider|HRESULT|pProvider:IRawElementProviderSimple,phnode:HUIANODE*
UiaNodeRelease|BOOL|hnode:HUIANODE
UiaPatternRelease|BOOL|hobj:HUIAPATTERNOBJECT
UiaProviderForNonClient|HRESULT|hwnd:HWND,idObject:INT,idChild:INT,ppProvider:IRawElementProviderSimple*
UiaProviderFromIAccessible|HRESULT|pAccessible:IAccessible,idChild:INT,dwFlags:UINT,ppProvider:IRawElementProviderSimple*
UiaRaiseActiveTextPositionChangedEvent|HRESULT|provider:IRawElementProviderSimple,textRange:ITextRangeProvider
UiaRaiseAsyncContentLoadedEvent|HRESULT|pProvider:IRawElementProviderSimple,asyncContentLoadedState:AsyncContentLoadedState,percentComplete:double
UiaRaiseAutomationEvent|HRESULT|pProvider:IRawElementProviderSimple,id:UIA_EVENT_ID
UiaRaiseAutomationPropertyChangedEvent|HRESULT|pProvider:IRawElementProviderSimple,id:UIA_PROPERTY_ID,oldValue:VARIANT,newValue:VARIANT
UiaRaiseChangesEvent|HRESULT|pProvider:IRawElementProviderSimple,eventIdCount:INT,pUiaChanges:UiaChangeInfo*
UiaRaiseNotificationEvent|HRESULT|provider:IRawElementProviderSimple,notificationKind:NotificationKind,notificationProcessing:NotificationProcessing,displayString:BSTR,activityId:BSTR
UiaRaiseStructureChangedEvent|HRESULT|pProvider:IRawElementProviderSimple,structureChangeType:StructureChangeType,pRuntimeId:INT*,cRuntimeIdLen:INT
UiaRaiseTextEditTextChangedEvent|HRESULT|pProvider:IRawElementProviderSimple,textEditChangeType:TextEditChangeType,pChangedData:SAFEARRAY*
UiaRegisterProviderCallback|void|pCallback:UiaProviderCallback*
UiaRemoveEvent|HRESULT|hEvent:HUIAEVENT
UiaReturnRawElementProvider|LRESULT|hwnd:HWND,wParam:WPARAM,lParam:LPARAM,el:IRawElementProviderSimple
UiaSetFocus|HRESULT|hnode:HUIANODE
UiaTextRangeRelease|BOOL|hobj:HUIATEXTRANGE
UlAddRef|UINT|lpunk:void*
UlPropSize|UINT|lpSPropValue:SPropValue*
UlRelease|UINT|lpunk:void*
UmsThreadYield|BOOL|SchedulerParam:void*
UnDecorateSymbolName|UINT|name:PSTR,outputString:PSTR,maxStringLength:UINT,flags:UINT
UnDecorateSymbolNameW|UINT|name:PWSTR,outputString:PWSTR,maxStringLength:UINT,flags:UINT
UnMapAndLoad|BOOL|LoadedImage:LOADED_IMAGE*
UnRegisterForPrintAsyncNotifications|HRESULT|param0:HANDLE
UnRegisterTypeLib|HRESULT|libID:Guid*,wVerMajor:USHORT,wVerMinor:USHORT,lcid:UINT,syskind:SYSKIND
UnRegisterTypeLibForUser|HRESULT|libID:Guid*,wMajorVerNum:USHORT,wMinorVerNum:USHORT,lcid:UINT,syskind:SYSKIND
UnenableRouter|UINT|pOverlapped:OVERLAPPED*,lpdwEnableCount:UINT*
UnhandledExceptionFilter|INT|ExceptionInfo:EXCEPTION_POINTERS*
UnhookWinEvent|BOOL|hWinEventHook:HWINEVENTHOOK
UnhookWindowsHook|BOOL|nCode:INT,pfnFilterProc:HOOKPROC
UnhookWindowsHookEx|BOOL|hhk:HHOOK
UninitLocalMsCtfMonitor|HRESULT|
UninitializeFlatSB|HRESULT|param0:HWND
UninstallApplication|UINT|ProductCode:PWSTR,dwStatus:UINT
UninstallColorProfileA|BOOL|pMachineName:PSTR,pProfileName:PSTR,bDelete:BOOL
UninstallColorProfileW|BOOL|pMachineName:PWSTR,pProfileName:PWSTR,bDelete:BOOL
UnionRect|BOOL|lprcDst:RECT*,lprcSrc1:RECT*,lprcSrc2:RECT*
UnloadKeyboardLayout|BOOL|hkl:HKL
UnloadPerfCounterTextStringsA|UINT|lpCommandLine:PSTR,bQuietModeArg:BOOL
UnloadPerfCounterTextStringsW|UINT|lpCommandLine:PWSTR,bQuietModeArg:BOOL
UnloadUserProfile|BOOL|hToken:HANDLE,hProfile:HANDLE
UnlockFile|BOOL|hFile:HANDLE,dwFileOffsetLow:UINT,dwFileOffsetHigh:UINT,nNumberOfBytesToUnlockLow:UINT,nNumberOfBytesToUnlockHigh:UINT
UnlockFileEx|BOOL|hFile:HANDLE,dwReserved:UINT,nNumberOfBytesToUnlockLow:UINT,nNumberOfBytesToUnlockHigh:UINT,lpOverlapped:OVERLAPPED*
UnlockServiceDatabase|BOOL|ScLock:void*
UnlockUrlCacheEntryFile|BOOL|lpszUrlName:PSTR,dwReserved:UINT
UnlockUrlCacheEntryFileA|BOOL|lpszUrlName:PSTR,dwReserved:UINT
UnlockUrlCacheEntryFileW|BOOL|lpszUrlName:PWSTR,dwReserved:UINT
UnlockUrlCacheEntryStream|BOOL|hUrlCacheStream:HANDLE,Reserved:UINT
UnmapViewOfFile|BOOL|lpBaseAddress:MEMORY_MAPPED_VIEW_ADDRESS
